City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,olonkinbyen,70.9221,-8.7187,276.02,89,34,12.11,SJ,1686679593
286,beli,7.8587,10.9719,297.96,88,98,0.84,NG,1686679593
287,murzuq,25.9155,13.9184,307.27,14,0,2.7,LY,1686679594
288,carnarvon,-24.8667,113.6333,289.75,39,0,7.75,AU,1686679594
289,yulinshi,38.2906,109.7494,295.06,21,0,1.49,CN,1686679594
290,lautoka,-17.6167,177.4667,293.07,94,20,2.06,FJ,1686679572
291,kirakira,-10.4544,161.9205,298.96,86,12,2.54,SB,1686679595
292,huatabampo,26.8333,-109.6333,307.58,18,100,4.67,MX,1686679595
293,derbent,42.0678,48.2899,296.67,78,57,3.42,RU,1686679310
294,illizi,26.4833,8.4667,313.56,6,33,6.66,DZ,1686679596
295,eldorado at santa fe,35.5264,-105.9347,297.25,20,0,4.12,US,1686679597
296,camiri,-20.05,-63.5167,286.39,43,92,3.87,BO,1686679597
297,khromtau,50.2503,58.4347,290.1,50,63,8.44,KZ,1686679376
298,nar'yan-mar,67.6713,53.087,281.94,63,99,5.83,RU,1686679598
299,cockburn town,21.4612,-71.1419,300.97,84,99,8.43,TC,1686679598
300,shingu,33.7333,135.9833,294.38,93,100,1.22,JP,1686679598
301,khovd,48.0056,91.6419,290.35,26,24,1.6,MN,1686679599
302,polyarnyy,69.1989,33.4478,281.0,63,99,9.52,RU,1686679599
303,khandud,36.9513,72.318,286.45,57,86,2.46,AF,1686679600
304,kittila,67.6647,24.8936,287.38,41,0,4.12,FI,1686679600
305,playas,-2.6333,-80.3833,299.87,77,71,5.03,EC,1686679601
306,livny,52.4253,37.6069,286.92,88,100,4.53,RU,1686679325
307,gadzhiyevo,69.2551,33.3362,280.83,63,98,9.87,RU,1686679602
308,zhangye,38.9342,100.4517,295.83,17,91,2.34,CN,1686679361
309,labytnangi,66.6572,66.4183,283.6,81,96,2.59,RU,1686679603
310,gotse delchev,41.5667,23.7333,289.64,89,93,0.39,BG,1686679311
311,rundu,-17.9333,19.7667,290.14,26,7,1.83,NA,1686679603
312,bangassou,4.7413,22.8184,295.79,79,99,0.77,CF,1686679604
313,cidreira,-30.1811,-50.2056,289.35,53,94,4.31,BR,1686679604
314,morehead city,34.7229,-76.726,300.37,75,20,4.63,US,1686679604
315,nacala,-14.5428,40.6728,295.42,73,2,2.31,MZ,1686679530
316,kil bhuvanagiri,11.4667,79.6333,303.55,67,91,7.68,IN,1686679605
317,markovo,57.3206,107.0881,281.33,65,82,1.69,RU,1686679605
318,kruisfontein,-34.0033,24.7314,290.31,69,100,4.15,ZA,1686679606
319,weno,7.4515,151.8468,302.12,79,75,2.57,FM,1686679606
320,hami,42.8,93.45,303.68,10,48,3.49,CN,1686679606
321,kyshtovka,56.555,76.6271,280.01,71,42,2.78,RU,1686679607
322,belmonte,-15.8631,-38.8828,298.52,78,18,3.48,BR,1686679607
323,rio san juan,19.6439,-70.0763,307.13,71,24,7.73,DO,1686679607
324,ngaoundere,7.3167,13.5833,292.3,96,96,1.48,CM,1686679608
325,dunedin,-45.8742,170.5036,279.71,90,68,1.88,NZ,1686679608
326,najran,17.4924,44.1277,304.23,18,89,2.83,SA,1686679441
327,dien bien phu,21.3833,103.0167,295.89,99,100,0.69,VN,1686679490
328,key largo,25.0865,-80.4473,305.15,68,10,4.9,US,1686679609
329,murghob,38.1702,73.9667,283.71,40,50,2.26,TJ,1686679610
330,ancud,-41.8697,-73.8203,280.41,77,99,1.35,CL,1686679610
331,tidjikja,18.5564,-11.4271,313.22,11,13,3.77,MR,1686679610
332,yuzawa,39.1667,140.5,290.84,98,100,0.21,JP,1686679611
333,vorkuta,67.5,64.0,283.27,92,89,5.93,RU,1686679551
334,augusto correa,-1.0217,-46.635,301.51,75,60,3.3,BR,1686679611
335,howard springs,-12.497,131.047,294.16,76,40,1.94,AU,1686679612
336,lichuan,30.3,108.85,288.6,90,100,0.55,CN,1686679612
337,fulton,33.7668,-84.4499,298.83,49,40,4.63,US,1686679319
338,menongue,-14.6585,17.691,289.76,30,8,1.87,AO,1686679613
339,kasane,-17.8167,25.15,290.17,29,1,2.91,BW,1686679614
340,lospalos,-8.5186,127.0025,292.79,82,95,2.4,TL,1686679614
341,hobyo,5.3505,48.5268,299.48,82,96,11.14,SO,1686679614
342,leava,-14.3,-178.1667,300.02,82,91,7.27,WF,1686679615
343,soreang,-7.0331,107.5183,294.4,94,58,1.03,ID,1686679615
344,arnage,47.9262,0.1878,301.22,36,0,5.14,FR,1686679348
345,warrenton,-28.114,24.8475,282.42,54,9,2.8,ZA,1686679616
346,ikalamavony,-21.15,46.5833,287.86,52,4,1.37,MG,1686679616
347,nizao,18.25,-70.2,306.19,59,2,6.27,DO,1686679619
348,val-d'or,48.1002,-77.7828,289.63,94,100,3.76,CA,1686679619
349,auki,-8.7676,160.7034,298.62,89,22,1.76,SB,1686679620
350,fuengirola,36.54,-4.6247,302.51,28,20,7.2,ES,1686679620
351,murray bridge,-35.1167,139.2667,284.33,73,13,3.62,AU,1686679498
352,carutapera,-1.195,-46.02,302.25,70,61,4.62,BR,1686679621
353,flying fish cove,-10.4217,105.6791,298.97,88,100,5.14,CX,1686679622
354,omutinskiy,56.4745,67.6709,282.21,56,19,3.57,RU,1686679417
355,puerto san jose,13.9256,-90.8244,303.55,72,100,2.97,GT,1686679622
356,nadym,65.5333,72.5167,282.52,70,88,2.95,RU,1686679623
357,qom,34.6401,50.8764,307.02,18,30,1.82,IR,1686679246
358,sao tome,0.3365,6.7273,299.16,80,84,3.86,ST,1686679623
359,al jawf,29.5,38.75,302.3,26,4,7.11,SA,1686679624
360,toamasina,-18.1667,49.3833,295.46,87,0,3.83,MG,1686679625
361,levuka,50.1834,-105.4011,301.02,28,93,2.48,CA,1686679625
362,kendari,-3.945,122.4989,296.22,95,99,1.33,ID,1686679626
363,ghanzi,-21.5667,21.7833,284.95,33,0,2.63,BW,1686679626
364,singkawang,0.9,109.0,299.02,79,97,0.67,ID,1686679626
365,tadine,-21.55,167.8833,292.6,68,0,4.09,NC,1686679627
366,craig,40.5153,-107.5464,286.94,67,100,0.0,US,1686679627
367,igarka,67.4667,86.5833,275.74,99,100,3.78,RU,1686679393
368,midvagur,62.0511,-7.1939,285.61,66,0,3.09,FO,1686679628
369,mainit,9.535,125.5231,298.94,85,90,1.16,PH,1686679628
370,matoury,4.8483,-52.3317,302.13,74,75,2.57,GF,1686679630
371,almeirim,-1.5233,-52.5817,304.6,57,20,1.72,BR,1686679630
372,teknaf,20.8624,92.3058,299.74,91,100,4.05,BD,1686679631
373,wamba,8.9333,8.6,298.24,81,100,1.05,NG,1686679631
374,gazojak,41.1875,61.4036,304.05,12,1,5.42,TM,1686679631
375,harper,4.375,-7.7169,299.44,68,45,3.69,LR,1686679632
376,touros,-5.1989,-35.4608,301.71,60,28,7.48,BR,1686679632
377,palikir - national government center,6.9248,158.1611,300.56,78,100,2.06,FM,1686679632
378,emerald,-23.5333,148.1667,289.6,61,69,1.55,AU,1686679633
379,mount gambier,-37.8333,140.7667,282.31,89,29,3.99,AU,1686679633
380,afaahiti,-17.75,-149.2833,298.08,80,80,11.23,PF,1686679634
381,dana point,33.467,-117.6981,295.05,80,90,2.68,US,1686679634
382,enriquillo,17.9,-71.2333,303.97,65,0,5.9,DO,1686679634
383,antanifotsy,-19.65,47.3167,283.04,68,7,1.32,MG,1686679635
384,selfoss,63.9331,-20.9971,289.29,67,68,4.11,IS,1686679635
385,malango,-2.9627,119.9001,293.2,99,100,0.33,ID,1686679636
386,tara,56.8944,74.371,279.97,64,60,1.4,RU,1686679373
387,i-n-salah,27.1935,2.4607,315.04,6,30,6.91,DZ,1686679636
388,ostersund,63.1792,14.6357,292.93,30,0,3.6,SE,1686679637
389,al lagowa,11.4,29.1333,298.37,66,98,4.98,SD,1686679637
390,cururupu,-1.8283,-44.8683,301.57,74,54,3.15,BR,1686679638
391,kayes,14.0,-11.0,310.33,30,100,2.19,ML,1686679638
392,thul,28.2403,68.7759,311.16,30,22,5.81,PK,1686679639
393,ghat,24.9647,10.1728,310.59,14,46,5.98,LY,1686679639
394,la sarre,48.8002,-79.1996,289.45,94,100,3.75,CA,1686679639
395,ishim,56.1128,69.4902,281.6,59,11,3.16,RU,1686679566
396,kodiak,57.79,-152.4072,282.88,57,0,2.57,US,1686679640
397,luena,-11.7833,19.9167,291.23,37,4,1.62,AO,1686679641
398,deir ez-zor,35.3359,40.1408,303.91,24,46,3.43,SY,1686679641
399,hadithah,34.1397,42.3781,305.0,24,21,2.81,IQ,1686679641
400,mahina,-17.5065,-149.489,299.02,69,75,1.54,PF,1686679642
401,wangjing,24.6,94.0333,294.48,94,14,0.24,IN,1686679642
402,moapa valley,36.5805,-114.4703,303.45,24,30,2.17,US,1686679643
403,christchurch,-43.5333,172.6333,278.68,89,22,0.51,NZ,1686679593
404,wladyslawowo,54.7909,18.4009,291.16,75,66,4.29,PL,1686679644
405,north bend,43.4065,-124.2243,291.99,94,100,4.12,US,1686679645
406,quartu sant'elena,39.2419,9.1839,301.52,71,0,4.12,IT,1686679645
407,taroa,8.7058,171.2275,301.14,79,92,7.62,MH,1686679645
408,sisimiut,66.9395,-53.6735,274.28,75,51,6.17,GL,1686679646
409,intendente alvear,-35.2338,-63.592,286.87,24,0,4.48,AR,1686679646
410,crane,31.3974,-102.3501,307.03,22,16,4.37,US,1686679647
411,happy valley-goose bay,53.3168,-60.3315,285.45,51,99,2.32,CA,1686679647
412,codrington,-38.2667,141.9667,283.2,88,47,4.94,AU,1686679647
413,barcelos,41.5388,-8.6151,296.44,69,44,4.88,PT,1686679648
414,leh,34.1667,77.5833,284.69,56,80,3.12,IN,1686679648
415,obock,12.25,43.0833,302.36,41,59,9.99,DJ,1686679649
416,alvaraes,-3.2208,-64.8042,298.08,73,45,2.27,BR,1686679649
417,vila velha,-20.3297,-40.2925,299.23,81,20,7.2,BR,1686679649
418,kristiansund,63.1115,7.732,294.18,72,0,1.03,NO,1686679650
419,puerto deseado,-47.7503,-65.8938,280.43,56,65,3.88,AR,1686679650
420,sungai penuh,-2.0833,101.3833,291.95,99,96,0.14,ID,1686679651
421,dzerzhinskoye,56.8344,95.2283,284.0,58,100,1.27,RU,1686679651
422,constitucion,-35.3333,-72.4167,286.13,47,55,1.67,CL,1686679651
423,gafsa,34.425,8.7842,303.15,35,2,9.21,TN,1686679638
424,ponta delgada,37.7333,-25.6667,294.55,88,40,4.12,PT,1686679470
425,karasburg,-28.0167,18.75,284.76,39,5,2.65,NA,1686679652
426,tucupita,9.0622,-62.051,304.25,62,68,3.9,VE,1686679653
427,mount pearl,47.5166,-52.7813,284.24,90,100,2.24,CA,1686679654
428,perieni,46.3,27.6167,289.72,72,100,3.45,RO,1686679654
429,minas de marcona,-15.2119,-75.1103,289.73,66,76,8.41,PE,1686679654
430,sharjah,25.3573,55.4033,309.14,46,0,3.09,AE,1686679515
431,whakatane,-37.9585,176.9854,279.14,81,2,3.6,NZ,1686679656
432,kibaya,-5.3,36.5667,289.64,77,89,2.21,TZ,1686679657
433,jiangzi,28.95,89.6333,282.68,48,68,3.08,CN,1686679657
434,ulanhot,46.0833,122.0833,294.28,48,87,5.2,CN,1686679657
435,trincomalee,8.5711,81.2335,301.32,74,100,9.55,LK,1686679658
436,la villa del rosario,10.3258,-72.3134,306.75,54,97,0.6,VE,1686679658
437,nanga eboko,4.6833,12.3667,294.67,97,81,0.9,CM,1686679659
438,sitka,57.0531,-135.33,283.09,87,100,2.06,US,1686679659
439,floro,61.5996,5.0328,297.17,42,0,3.09,NO,1686679660
440,carmaux,44.051,2.158,294.99,67,78,2.0,FR,1686679661
441,nkhotakota,-12.9274,34.2961,294.85,72,0,1.68,MW,1686679661
442,puerto leguizamo,-0.1934,-74.7819,305.97,52,21,0.34,CO,1686679662
443,cabedelo,-6.9811,-34.8339,302.52,74,9,5.88,BR,1686679662
444,newman,37.3138,-121.0208,299.34,10,82,0.62,US,1686679662
445,chhabra,24.6667,76.8333,308.87,28,7,4.05,IN,1686679663
446,vilyuchinsk,52.9306,158.4028,284.55,75,16,3.75,RU,1686679663
447,mahajanga,-15.7167,46.3167,297.96,72,9,2.32,MG,1686679663
448,kitama,-10.7167,39.7333,292.27,94,1,1.35,TZ,1686679664
449,sechura,-5.5569,-80.8222,300.59,56,57,5.82,PE,1686679435
450,tutoia,-2.7619,-42.2744,302.32,68,41,4.91,BR,1686679665
451,novyy urengoy,66.0833,76.6333,280.02,45,76,1.06,RU,1686679665
452,lubango,-14.9172,13.4925,287.07,50,38,1.92,AO,1686679665
453,zhengzhou,34.7578,113.6486,300.55,28,1,1.3,CN,1686679384
454,general roca,-39.0333,-67.5833,287.87,14,71,5.92,AR,1686679666
455,fort st. john,56.2499,-120.8529,288.65,68,100,0.26,CA,1686679666
456,port macquarie,-31.4333,152.9167,281.98,83,3,3.16,AU,1686679560
457,tolanaro,-25.0319,46.9987,292.28,70,0,3.15,MG,1686679667
458,kotlas,61.2611,46.6556,288.41,66,75,3.26,RU,1686679667
459,lorengau,-2.0226,147.2712,300.02,79,97,0.59,PG,1686679668
460,vrnograc,45.1636,15.9536,292.86,82,60,2.15,BA,1686679668
461,fort-shevchenko,44.5086,50.263,300.78,43,7,1.57,KZ,1686679669
462,liwale,-9.7667,37.9333,293.72,68,36,0.45,TZ,1686679388
463,kashgar,39.4547,75.9797,300.21,24,100,4.92,CN,1686679669
464,antsiranana,-12.2787,49.2917,295.69,89,28,3.25,MG,1686679670
465,atasu,48.6814,71.6433,288.39,61,17,9.77,KZ,1686679670
466,torghay,49.6339,63.4981,291.37,47,63,9.38,KZ,1686679670
467,kuanda,56.3161,116.0806,278.81,75,3,0.75,RU,1686679671
468,orimattila,60.8049,25.7296,294.43,37,72,2.12,FI,1686679378
469,lazaro cardenas,17.9583,-102.2,304.39,57,8,4.19,MX,1686679672
470,concordia,-31.393,-58.0209,285.81,48,62,3.58,AR,1686679672
471,jutai,-5.1833,-68.9,301.69,80,66,1.44,BR,1686679672
472,ploudalmezeau,48.5333,-4.65,292.29,82,100,5.14,FR,1686679673
473,santa elena de uairen,4.6167,-61.1333,299.04,68,65,4.66,VE,1686679673
474,beau vallon,-20.4189,57.6953,296.6,77,5,4.21,MU,1686679673
475,yuzhno-sakhalinsk,46.9581,142.7337,286.47,99,100,0.58,RU,1686679457
476,twentynine palms,34.1356,-116.0542,302.07,29,0,1.04,US,1686679674
477,papao,-17.75,-149.55,298.97,79,43,11.56,PF,1686679675
478,klamath falls,42.2249,-121.7817,297.57,51,0,5.66,US,1686679675
479,muynoq,43.7683,59.0214,297.1,51,0,6.14,UZ,1686679676
480,carauari,-4.8828,-66.8958,301.76,83,73,1.63,BR,1686679676
481,kuching,1.55,110.3333,300.27,89,40,0.0,MY,1686679615
482,bathsheba,13.2167,-59.5167,302.94,67,17,7.94,BB,1686679677
483,candaba,15.15,120.85,299.1,90,100,1.67,PH,1686679678
484,crucecita,-28.95,-58.9833,287.11,35,99,3.92,AR,1686679678
485,bridgewater,44.3835,-64.5155,298.21,64,98,2.24,CA,1686679629
486,rikaze,29.25,88.8833,288.33,38,91,2.76,CN,1686679679
487,shush,32.1942,48.2436,311.14,14,0,7.7,IR,1686679680
488,puerto cabezas,14.0351,-83.3888,303.82,70,30,5.45,NI,1686679681
489,wenchang,30.904,118.4887,293.81,87,100,0.95,CN,1686679439
490,el porvenir,13.7617,-87.3458,303.78,58,86,1.08,HN,1686679683
491,lompoc,34.6391,-120.4579,296.4,76,23,1.34,US,1686679683
492,vila do maio,15.1333,-23.2167,300.59,83,25,5.82,CV,1686679449
493,saint david's,12.0333,-61.6667,301.59,77,11,7.8,GD,1686679684
494,kirensk,57.7853,108.1119,281.82,64,91,1.44,RU,1686679684
495,alice springs,-23.7,133.8833,274.9,80,0,0.0,AU,1686679685
496,banjarmasin,-3.3244,114.591,299.23,89,100,1.21,ID,1686679685
497,ontario,34.0633,-117.6509,298.45,70,100,2.06,US,1686679686
498,sinop,41.7711,34.8709,288.23,97,85,0.49,TR,1686679686
499,sudzha,51.1976,35.2726,287.44,90,94,4.52,RU,1686679523
500,nema,57.5067,50.5011,284.96,77,2,1.53,RU,1686679687
501,egyek,47.6333,20.9,290.36,79,56,1.92,HU,1686679687
502,koungou,-12.7336,45.2042,298.99,73,0,3.09,YT,1686679688
503,ain sukhna,29.6002,32.3167,301.59,49,31,5.11,EG,1686679536
504,byaroza,52.5314,24.9786,286.62,79,93,1.75,BY,1686679688
505,wickenburg,33.9686,-112.7296,302.69,22,0,3.75,US,1686679689
506,siocon,7.7061,122.1353,299.25,85,100,1.09,PH,1686679690
507,khanty-mansiysk,61.0042,69.0019,289.21,51,0,5.0,RU,1686679691
508,upata,8.0086,-62.3989,304.92,51,51,3.53,VE,1686679691
509,umm kaddadah,13.6017,26.6876,308.7,28,33,3.5,SD,1686679691
510,tagiura,32.8817,13.3506,298.99,57,4,7.59,LY,1686679692
511,necochea,-38.5473,-58.7368,285.32,40,2,5.36,AR,1686679555
512,daru,-9.0763,143.2092,298.15,90,89,6.05,PG,1686679692
513,buta,2.7858,24.73,294.93,98,100,0.28,CD,1686679693
514,eforie sud,44.0229,28.6494,293.6,76,63,5.25,RO,1686679693
515,manta,-0.95,-80.7333,299.82,89,76,8.05,EC,1686679693
516,wellington,-41.2866,174.7756,283.18,95,100,5.14,NZ,1686679694
517,alta,69.9689,23.2717,281.74,61,20,5.14,NO,1686679411
518,gornopravdinsk,60.05,69.9,284.89,76,80,2.94,RU,1686679541
519,inhambane,-23.865,35.3833,293.59,80,0,3.26,MZ,1686679695
520,arraial do cabo,-22.9661,-42.0278,298.07,78,40,2.57,BR,1686679695
521,chagoda,59.164,35.3285,289.34,58,5,2.19,RU,1686679695
522,camrose,53.0168,-112.8353,300.32,45,99,6.58,CA,1686679696
523,goundam,16.4145,-3.6708,311.02,25,90,2.54,ML,1686679696
524,sao miguel do tapuio,-5.5036,-41.3233,309.1,26,3,4.18,BR,1686679696
525,moussoro,13.6408,16.4901,306.08,38,99,3.26,TD,1686679697
526,zhezqazghan,47.7833,67.7667,296.38,40,5,10.25,KZ,1686679697
527,liberal,37.0431,-100.921,292.23,82,100,2.06,US,1686679698
528,durban,-29.8579,31.0292,291.72,67,1,2.23,ZA,1686679630
529,benemerito de las americas,16.5167,-90.6439,311.9,30,20,1.49,MX,1686679698
530,manay,7.215,126.5397,298.32,84,100,2.4,PH,1686679699
531,zaozersk,69.4005,32.4476,280.59,62,100,9.96,RU,1686679699
532,kosh-agach,50.0,88.6667,286.02,41,48,2.06,RU,1686679699
533,huarmey,-10.0681,-78.1522,297.15,64,23,6.13,PE,1686679700
534,errachidia,31.9275,-4.4285,305.5,20,18,2.51,MA,1686679700
535,fang,19.9169,99.2145,295.89,99,87,0.68,TH,1686679701
536,manadhoo,5.7667,73.3833,301.99,82,100,7.12,MV,1686679701
537,jose maria morelos,23.3952,-103.8984,303.84,17,22,2.36,MX,1686679701
538,swift current,50.2834,-107.8014,300.69,27,3,4.65,CA,1686679440
539,aniva,46.7144,142.5294,284.88,99,100,0.02,RU,1686679702
540,olmaliq,40.8447,69.5983,299.4,38,81,1.91,UZ,1686679702
541,saguenay,48.4168,-71.0657,302.64,39,43,4.92,CA,1686679703
542,akureyri,65.6835,-18.0878,292.11,38,40,1.48,IS,1686679703
543,rexburg,43.826,-111.7897,291.23,63,40,3.6,US,1686679704
544,vila franca do campo,37.7167,-25.4333,294.38,79,38,4.01,PT,1686679704
545,altay,47.8667,88.1167,290.38,55,28,1.92,CN,1686679704
546,la'ie,21.6477,-157.9253,300.13,86,29,0.45,US,1686679705
547,new norfolk,-42.7826,147.0587,280.87,87,91,1.28,AU,1686679705
548,mejit,10.2753,170.8646,301.2,80,97,9.23,MH,1686679705
549,kragujevac,44.0167,20.9167,293.31,93,27,1.58,RS,1686679201
550,jeremoabo,-10.075,-38.4808,303.03,39,20,5.83,BR,1686679706
551,borujen,31.9652,51.2873,295.75,20,1,1.74,IR,1686679707
552,sao felix do xingu,-6.6447,-51.995,306.69,38,4,3.04,BR,1686679707
553,masterton,-40.9597,175.6575,279.52,95,78,1.43,NZ,1686679488
554,puerto rosario,-24.45,-57.0833,285.12,45,100,3.49,PY,1686679708
555,wotton-under-edge,51.6324,-2.3451,300.82,71,6,5.79,GB,1686679708
556,frontera,26.9333,-101.45,311.66,30,0,2.57,MX,1686679709
557,cole harbour,44.6724,-63.4751,299.92,57,86,4.02,CA,1686679709
558,uturoa,-16.7333,-151.4333,300.39,74,31,9.06,PF,1686679710
559,mitu,1.1983,-70.1733,304.35,59,70,0.52,CO,1686679710
560,shizuishan,39.2333,106.7694,296.08,14,0,1.71,CN,1686679710
561,gorontalo,0.5412,123.0595,297.67,92,99,1.08,ID,1686679711
562,planaltina,-15.4528,-47.6142,299.75,36,42,2.03,BR,1686679711
563,kolonia town,6.964,158.206,301.15,78,100,2.06,FM,1686679711
564,plettenberg bay,-34.0527,23.3716,288.22,70,100,3.68,ZA,1686679712
565,lauro de freitas,-12.8944,-38.3272,301.16,74,75,5.14,BR,1686679558
566,jiran,24.3167,74.8833,303.63,54,10,9.04,IN,1686679712
567,shimoda,34.6667,138.95,295.43,94,100,5.43,JP,1686679713
568,whistler,50.1164,-122.9695,289.01,65,100,4.07,CA,1686679713
569,kodinsk,58.6881,99.1844,283.05,77,100,0.97,RU,1686679466
570,lianzhou,24.7811,112.3825,295.43,94,100,1.27,CN,1686679714
